Mod:Item:MetaData, Localized Name
actuallyadditions:item_sword_crystal_blue, Palis Crystal Sword
actuallyadditions:item_hoe_crystal_blue, Palis Crystal Hoe
actuallyadditions:item_helm_crystal_blue, Palis Crystal Helmet
actuallyadditions:item_chest_crystal_blue, Palis Crystal Chestplate
actuallyadditions:item_pants_crystal_blue, Palis Crystal Pants
actuallyadditions:item_boots_crystal_blue, Palis Crystal Boots
actuallyadditions:item_paxel_crystal_blue, Palis Crystal AIOT
actuallyadditions:item_pickaxe_crystal_light_blue, Diamatine Crystal Pickaxe
actuallyadditions:item_axe_crystal_light_blue, Diamatine Crystal Axe
actuallyadditions:item_shovel_crystal_light_blue, Diamatine Crystal Shovel
actuallyadditions:item_sword_crystal_light_blue, Diamatine Crystal Sword
actuallyadditions:item_hoe_crystal_light_blue, Diamatine Crystal Hoe
actuallyadditions:item_helm_crystal_light_blue, Diamatine Crystal Helmet
actuallyadditions:item_chest_crystal_light_blue, Diamatine Crystal Chestplate
actuallyadditions:item_pants_crystal_light_blue, Diamatine Crystal Pants
actuallyadditions:item_boots_crystal_light_blue, Diamatine Crystal Boots
actuallyadditions:item_paxel_crystal_light_blue, Diamatine Crystal AIOT
actuallyadditions:item_pickaxe_crystal_black, Void Crystal Pickaxe
actuallyadditions:item_axe_crystal_black, Void Crystal Axe
actuallyadditions:item_shovel_crystal_black, Void Crystal Shovel
actuallyadditions:item_sword_crystal_black, Void Crystal Sword
actuallyadditions:item_hoe_crystal_black, Void Crystal Hoe
actuallyadditions:item_helm_crystal_black, Void Crystal Helmet
actuallyadditions:item_chest_crystal_black, Void Crystal Chestplate
actuallyadditions:item_pants_crystal_black, Void Crystal Pants
actuallyadditions:item_boots_crystal_black, Void Crystal Boots
actuallyadditions:item_paxel_crystal_black, Void Crystal AIOT
actuallyadditions:item_pickaxe_crystal_green, Emeradic Crystal Pickaxe
actuallyadditions:item_axe_crystal_green, Emeradic Crystal Axe
actuallyadditions:item_shovel_crystal_green, Emeradic Crystal Shovel
actuallyadditions:item_sword_crystal_green, Emeradic Crystal Sword
actuallyadditions:item_hoe_crystal_green, Emeradic Crystal Hoe
actuallyadditions:item_helm_crystal_green, Emeradic Crystal Helmet
actuallyadditions:item_chest_crystal_green, Emeradic Crystal Chest
actuallyadditions:item_pants_crystal_green, Emeradic Crystal Pants
actuallyadditions:item_boots_crystal_green, Emeradic Crystal Boots
actuallyadditions:item_paxel_crystal_green, Emeradic Crystal AIOT
actuallyadditions:item_pickaxe_crystal_white, Enori Crystal Pickaxe
actuallyadditions:item_axe_crystal_white, Enori Crystal Axe
actuallyadditions:item_shovel_crystal_white, Enori Crystal Shovel
actuallyadditions:item_sword_crystal_white, Enori Crystal Sword
actuallyadditions:item_hoe_crystal_white, Enori Crystal Hoe
actuallyadditions:item_helm_crystal_white, Enori Crystal Helmet
actuallyadditions:item_chest_crystal_white, Enori Crystal Chest
actuallyadditions:item_pants_crystal_white, Enori Crystal Pants
actuallyadditions:item_boots_crystal_white, Enori Crystal Boots
actuallyadditions:item_paxel_crystal_white, Enori Crystal AIOT
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
chancecubes:chance_pendant_tier1, Tier 1 Chance Pendant
chancecubes:chance_pendant_tier2, Tier 2 Chance Pendant
chancecubes:chance_pendant_tier3, Tier 3 Chance Pendant
chancecubes:silk_touch_pendant, Silk Touch Chance Pendant
chancecubes:creative_pendant, Creative Chance Pendant
chancecubes:reward_selector_pendant, Reward Selector Pendant
chancecubes:single_use_reward_selector_pendant, Single Use Reward Selector Pendant
chancecubes:chance_cube, Chance Cube
chancecubes:chance_icosahedron, Chance Icosahedron
chancecubes:giant_chance_cube, Giant Chance Cube
chancecubes:compact_giant_chance_cube, Compact Giant Chance Cube
chancecubes:cube_dispenser, Chance Cube Dispenser
chancecubes:scanner, Chance Cube Scanner
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - White Sand
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Dried Sand
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Ice
chiselsandbits:block_bit:0, Chiseled Bit - Ash Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Biome Essence Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ender Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
